,Value
2476,4.0
2477,5.0
2478,9.0
2479,3.6
2480,3.2
2481,3.4
2482,3.0
2483,3.0
2484,6.0
2485,8.5
2486,13.5
2487,11.0
2488,1.0
2489,2.0
2490,3.0
2491,4.4
2492,4.6
2493,4.5
2494,4.0
2495,5.0
2496,9.0
2497,3.6
2498,3.2
2499,3.4
2500,3.0
2501,3.0
2502,6.0
2503,8.5
2504,13.5
2505,11.0
2506,1.0
2507,2.0
2508,3.0
2509,10.1
2510,8.6
2511,9.2
2512,1065.0
2513,1240.0
2514,2305.0
2523,27.3
2526,360.0
2527,10.3
2528,8.5
2529,9.3
2530,1088.0
2531,1231.0
2532,2320.0
2541,29.6
2544,401.0
2563,2.6
2564,3.1
2565,2.8
2566,780.0
2567,1170.0
2568,1950.0
2569,2.4
2570,2.9
2571,2.7
2572,670.0
2573,1020.0
2574,1690.0
2575,3.7
2576,4.8
2577,4.3
2578,110.0
2579,150.0
2580,260.0
2581,2.5
2582,3.1
2583,2.8
2584,750.0
2585,1190.0
2586,1940.0
2587,4.0
2588,7.8
2589,10.2
2590,9.0
2591,56.0
2592,76.0
2593,132.0
2594,7.1
2595,8.8
2596,8.0
2597,48.0
2598,61.0
2599,109.0
2600,17.8
2601,26.6
2602,22.6
2603,8.0
2604,15.0
2605,23.0
2606,7.7
2607,9.9
2608,8.8
2609,56.0
2610,73.0
2611,129.0
2612,6.9
2613,8.6
2614,7.8
2615,47.0
2616,59.0
2617,106.0
2618,18.4
2619,24.8
2620,21.8
2621,9.0
2622,14.0
2623,23.0
2624,7.2
2625,9.7
2626,8.5
2627,52.0
2628,72.0
2629,124.0
2630,6.8
2631,8.4
2632,7.6
2633,46.0
2634,57.0
2635,103.0
2636,14.2
2637,24.7
2638,20.3
2639,6.0
2640,14.0
2641,21.0
2642,7.1
2643,7.3
2644,7.2
2645,10.0
2646,12.0
2647,23.0
2648,5.8
2649,5.7
2650,5.7
2651,8.0
2652,9.0
2653,17.0
2654,25.7
2655,26.0
2656,25.9
2657,3.0
2658,3.0
2659,6.0
2660,7.5
2661,7.9
2662,7.7
2663,11.0
2664,13.0
2665,24.0
2666,6.0
2667,6.0
2668,6.0
2669,8.0
2670,9.0
2671,17.0
2672,27.0
2673,28.2
2674,27.7
2675,3.0
2676,4.0
2677,7.0
2678,7.5
2679,7.8
2680,7.7
2681,11.0
2682,13.0
2683,24.0
2684,6.0
2685,6.0
2686,6.0
2687,8.0
2688,9.0
2689,17.0
2690,26.8
2691,27.9
2692,27.5
2693,3.0
2694,4.0
2695,7.0
2696,7.0
2697,10.4
2698,8.7
2699,34.0
2700,51.0
2701,85.0
2702,6.6
2703,9.5
2704,8.1
2705,30.0
2706,43.0
2707,74.0
2708,13.2
2709,21.8
2710,18.1
2711,4.0
2712,8.0
2713,11.0
2714,7.5
2715,10.4
2716,8.9
2717,36.0
2718,51.0
2719,87.0
2720,7.0
2721,9.6
2722,8.3
2723,32.0
2724,44.0
2725,76.0
2726,15.8
2727,19.6
2728,18.0
2729,4.0
2730,7.0
2731,11.0
2732,6.3
2733,8.6
2734,7.5
2735,31.0
2736,43.0
2737,74.0
2738,5.9
2739,8.0
2740,7.0
2741,27.0
2742,37.0
2743,64.0
2744,12.7
2745,17.2
2746,15.2
2747,4.0
2748,6.0
2749,10.0
2750,4.8
2751,3.9
2752,4.3
2753,5.0
2754,6.0
2755,12.0
2756,4.6
2757,3.0
2758,3.6
2759,5.0
2760,4.0
2761,9.0
2762,6.6
2763,12.6
2764,9.9
2765,1.0
2766,2.0
2767,3.0
2768,4.8
2769,3.9
2770,4.3
2771,5.0
2772,6.0
2773,11.0
2774,4.7
2775,2.9
2776,3.6
2777,5.0
2778,4.0
2779,9.0
2780,5.4
2781,12.8
2782,9.5
2783,1.0
2784,2.0
2785,3.0
2786,4.3
2787,3.8
2788,4.0
2789,5.0
2790,6.0
2791,11.0
2792,4.2
2793,2.9
2794,3.4
2795,4.0
2796,4.0
2797,8.0
2798,5.6
2799,11.7
2800,9.0
2801,1.0
2802,2.0
2803,3.0
2804,4.4
2805,4.1
2806,4.2
2807,192.0
2808,201.0
2809,393.0
2810,3.2
2811,2.8
2812,3.0
2813,115.0
2814,117.0
2815,232.0
2816,10.5
2817,11.3
2818,10.9
2819,77.0
2820,84.0
2821,161.0
2822,4.5
2823,4.2
2824,4.3
2825,196.0
2826,208.0
2827,404.0
2828,3.4
2829,3.0
2830,3.2
2831,123.0
2832,125.0
2833,248.0
2834,10.1
2835,11.3
2836,10.7
2837,73.0
2838,83.0
2839,156.0
2840,4.5
2841,4.2
2842,4.3
2843,196.0
2844,208.0
2845,404.0
2846,3.4
2847,3.0
2848,3.2
2849,123.0
2850,125.0
2851,248.0
2852,10.1
2853,11.3
2854,10.7
2855,73.0
2856,83.0
2857,156.0
2858,4.9
2859,5.5
2860,5.2
2861,65.0
2862,84.0
2863,149.0
2864,3.5
2865,4.3
2866,3.9
2867,40.0
2868,57.0
2869,97.0
2870,13.2
2871,13.4
2872,13.3
2873,25.0
2874,27.0
2875,53.0
2876,4.8
2877,5.6
2878,5.2
2879,65.0
2880,84.0
2881,149.0
2882,3.6
2883,4.6
2884,4.1
2885,41.0
2886,60.0
2887,101.0
2888,13.0
2889,12.6
2890,12.8
2891,24.0
2892,24.0
2893,48.0
2894,4.8
2895,5.6
2896,5.2
2897,64.0
2898,84.0
2899,148.0
2900,3.5
2901,4.5
2902,4.1
2903,41.0
2904,59.0
2905,100.0
2906,12.9
2907,12.5
2908,12.7
2909,23.0
2910,24.0
2911,48.0
2912,3.1
2913,3.2
2914,3.1
2915,230.0
2916,295.0
2917,525.0
2918,2.7
2919,2.7
2920,2.7
2921,186.0
2922,236.0
2923,422.0
2924,10.0
2925,9.5
2926,9.7
2927,44.0
2928,59.0
2929,103.0
2930,3.5
2931,3.2
2932,3.3
2933,258.0
2934,298.0
2935,556.0
2936,3.0
2937,2.8
2938,2.9
2939,206.0
2940,244.0
2941,450.0
2942,11.9
2943,8.7
2944,10.0
2945,52.0
2946,54.0
2947,105.0
2948,3.5
2949,3.2
2950,3.3
2951,258.0
2952,295.0
2953,553.0
2954,3.0
2955,2.8
2956,2.9
2957,207.0
2958,244.0
2959,451.0
2960,11.9
2961,8.4
2962,9.8
2963,51.0
2964,51.0
2965,103.0
2966,7.0
2967,6.8
2968,6.9
2969,177.0
2970,173.0
2971,349.0
2972,5.8
2973,5.6
2974,5.7
2975,136.0
2976,134.0
2977,270.0
2978,28.0
2979,23.0
2980,25.3
2981,41.0
2982,39.0
2983,80.0
2984,7.6
2985,7.1
2986,7.3
2987,190.0
2988,180.0
2989,370.0
2990,6.1
2991,5.9
2992,6.0
2993,144.0
2994,139.0
2995,283.0
2996,31.0
2997,24.3
2998,27.4
2999,46.0
3000,41.0
3001,88.0
3002,7.5
3003,7.1
3004,7.3
3005,189.0
3006,180.0
3007,369.0
3008,6.1
3009,5.8
3010,6.0
3011,143.0
3012,138.0
3013,281.0
3014,30.9
3015,24.7
3016,27.5
3017,46.0
3018,42.0
3019,88.0
3020,5.5
3021,5.5
3022,5.5
3023,210.0
3024,284.0
3025,494.0
3026,4.8
3027,4.7
3028,4.7
3029,173.0
3030,226.0
3031,400.0
3038,5.0
3039,5.6
3040,5.3
3041,190.0
3042,284.0
3043,474.0
3044,4.2
3045,4.7
3046,4.5
3047,150.0
3048,222.0
3049,373.0
3056,4.6
3057,5.7
3058,5.2
3059,176.0
3060,293.0
3061,470.0
3062,3.8
3063,4.8
3064,4.3
3065,136.0
3066,227.0
3067,363.0
3074,9.7
3075,10.0
3076,9.8
3077,259.0
3078,298.0
3079,557.0
3080,6.4
3081,6.6
3082,6.5
3083,148.0
3084,171.0
3085,319.0
3086,31.9
3087,32.7
3088,32.3
3089,111.0
3090,127.0
3091,238.0
3092,9.1
3093,9.4
3094,9.2
3095,234.0
3096,274.0
3097,508.0
3098,6.7
3099,7.0
3100,6.8
3101,153.0
3102,181.0
3103,334.0
3104,28.8
3105,28.8
3106,28.8
3107,81.0
3108,93.0
3109,174.0
3110,9.2
3111,9.4
3112,9.3
3113,238.0
3114,275.0
3115,513.0
3116,6.8
3117,7.1
3118,7.0
3119,157.0
3120,184.0
3121,341.0
3122,29.0
3123,28.7
3124,28.8
3125,81.0
3126,91.0
3127,172.0
3128,5.3
3129,4.0
3130,4.6
3131,25.0
3132,22.0
3133,47.0
3134,4.9
3135,3.5
3136,4.1
3137,22.0
3138,18.0
3139,40.0
3140,11.5
3141,9.2
3142,10.2
3143,4.0
3144,4.0
3145,7.0
3146,5.5
3147,4.2
3148,4.8
3149,26.0
3150,23.0
3151,49.0
3152,5.1
3153,3.6
3154,4.3
3155,23.0
3156,19.0
3157,41.0
3158,12.5
3159,10.1
3160,11.2
3161,4.0
3162,4.0
3163,8.0
3164,5.5
3165,4.4
3166,4.9
3167,26.0
3168,25.0
3169,51.0
3170,5.1
3171,3.6
3172,4.3
3173,23.0
3174,19.0
3175,41.0
3176,12.5
3177,12.7
3178,12.6
3179,4.0
3180,5.0
3181,9.0
3182,6.7
3183,6.5
3184,6.6
3185,84.0
3186,98.0
3187,181.0
3188,6.0
3189,5.8
3190,5.9
3191,72.0
3192,80.0
3193,152.0
3194,20.0
3195,16.6
3196,17.8
3197,12.0
3198,17.0
3199,29.0
3200,6.7
3201,6.5
3202,6.6
3203,85.0
3204,97.0
3205,181.0
3206,6.1
3207,5.6
3208,5.8
3209,73.0
3210,78.0
3211,151.0
3212,19.2
3213,17.5
3214,18.1
3215,12.0
3216,18.0
3217,30.0
3218,6.7
3219,6.5
3220,6.6
3221,85.0
3222,97.0
3223,181.0
3224,6.1
3225,5.6
3226,5.8
3227,73.0
3228,78.0
3229,151.0
3230,19.3
3231,17.5
3232,18.1
3233,12.0
3234,18.0
3235,30.0
3236,12.0
3237,10.5
3238,11.2
3239,9068.0
3240,9004.0
3241,18072.0
3242,10.4
3243,9.1
3244,9.7
3245,6774.0
3246,6782.0
3247,13556.0
3248,22.0
3249,20.9
3250,21.4
3251,2294.0
3252,2222.0
3253,4516.0
3254,11.7
3255,10.6
3256,11.1
3257,8762.0
3258,8942.0
3259,17704.0
3260,10.2
3261,9.3
3262,9.7
3263,6701.0
3264,6990.0
3265,13691.0
3266,21.2
3267,20.2
3268,20.7
3269,2061.0
3270,1952.0
3271,4013.0
3290,5.2
3291,6.1
3292,5.7
3293,108.0
3294,144.0
3295,252.0
3296,4.5
3297,5.2
3298,4.8
3299,83.0
3300,109.0
3301,192.0
3302,11.5
3303,13.8
3304,12.7
3305,25.0
3306,35.0
3307,60.0
3308,4.9
3309,6.1
3310,5.5
3311,104.0
3312,149.0
3313,253.0
3314,4.2
3315,5.2
3316,4.7
3317,80.0
3318,114.0
3319,194.0
3320,10.2
3321,13.5
3322,12.0
3323,24.0
3324,35.0
3325,59.0
3326,4.9
3327,6.1
3328,5.5
3329,104.0
3330,149.0
3331,253.0
3332,4.2
3333,5.2
3334,4.7
3335,80.0
3336,114.0
3337,194.0
3338,10.2
3339,13.5
3340,12.0
3341,24.0
3342,35.0
3343,59.0
3344,5.0
3345,5.4
3346,5.3
3347,119.0
3348,148.0
3349,267.0
3350,4.4
3351,4.9
3352,4.7
3353,95.0
3354,124.0
3355,220.0
3356,13.5
3357,11.9
3358,12.6
3359,24.0
3360,24.0
3361,48.0
3362,5.2
3363,5.6
3364,5.4
3365,124.0
3366,153.0
3367,277.0
3368,4.4
3369,5.1
3370,4.8
3371,98.0
3372,128.0
3373,225.0
3374,13.8
3375,12.3
3376,13.0
3377,26.0
3378,26.0
3379,52.0
3380,5.2
3381,5.6
3382,5.4
3383,124.0
3384,153.0
3385,277.0
3386,4.4
3387,5.1
3388,4.8
3389,98.0
3390,128.0
3391,225.0
3392,13.8
3393,12.3
3394,13.0
3395,26.0
3396,26.0
3397,52.0
3398,4.2
3399,5.0
3400,4.6
3401,66.0
3402,90.0
3403,156.0
3404,3.9
3405,4.6
3406,4.3
3407,59.0
3408,79.0
3409,138.0
3410,12.9
3411,12.2
3412,12.5
3413,7.0
3414,11.0
3415,18.0
3416,4.4
3417,4.8
3418,4.6
3419,68.0
3420,87.0
3421,154.0
3422,4.0
3423,4.4
3424,4.2
3425,60.0
3426,76.0
3427,136.0
3428,13.1
3429,11.8
3430,12.3
3431,7.0
3432,11.0
3433,18.0
3434,4.4
3435,4.8
3436,4.6
3437,68.0
3438,87.0
3439,154.0
3440,4.0
3441,4.4
3442,4.2
3443,60.0
3444,76.0
3445,136.0
3446,13.1
3447,11.8
3448,12.3
3449,7.0
3450,11.0
3451,18.0
3452,4.3
3453,4.8
3454,4.6
3455,98.0
3456,125.0
3457,222.0
3458,4.0
3459,4.1
3460,4.1
3461,81.0
3462,96.0
3463,176.0
3464,6.5
3465,10.2
3466,8.5
3467,17.0
3468,29.0
3469,46.0
3470,4.6
3471,4.9
3472,4.8
3473,105.0
3474,127.0
3475,232.0
3476,4.1
3477,4.3
3478,4.2
3479,81.0
3480,100.0
3481,182.0
3482,8.7
3483,9.3
3484,9.1
3485,23.0
3486,27.0
3487,50.0
3488,4.5
3489,4.9
3490,4.7
3491,102.0
3492,127.0
3493,229.0
3494,4.1
3495,4.3
3496,4.2
3497,81.0
3498,100.0
3499,181.0
3500,7.8
3501,9.2
3502,8.6
3503,21.0
3504,27.0
3505,48.0
3506,6.4
3507,7.0
3508,6.7
3509,13.0
3510,17.0
3511,30.0
3512,5.7
3513,5.9
3514,5.8
3515,11.0
3516,13.0
3517,24.0
3518,14.1
3519,21.8
3520,17.8
3521,2.0
3522,4.0
3523,6.0
3524,8.4
3525,7.9
3526,8.1
3527,18.0
3528,19.0
3529,37.0
3530,7.3
3531,6.8
3532,7.1
3533,14.0
3534,15.0
3535,29.0
3536,18.4
3537,21.4
3538,19.8
3539,3.0
3540,3.0
3541,7.0
3542,8.4
3543,7.9
3544,8.2
3545,18.0
3546,19.0
3547,37.0
3548,7.3
3549,6.8
3550,7.1
3551,14.0
3552,15.0
3553,29.0
3554,18.7
3555,21.4
3556,20.0
3557,3.0
3558,3.0
3559,7.0
3560,2.8
3561,2.1
3562,2.4
3563,66.0
3564,62.0
3565,128.0
3566,2.6
3567,1.8
3568,2.2
3569,58.0
3570,52.0
3571,110.0
3572,8.4
3573,6.7
3574,7.3
3575,7.0
3576,10.0
3577,18.0
3578,2.8
3579,2.1
3580,2.4
3581,66.0
3582,64.0
3583,129.0
3584,2.5
3585,1.9
3586,2.1
3587,56.0
3588,53.0
3589,108.0
3590,9.9
3591,6.9
3592,8.0
3593,10.0
3594,11.0
3595,21.0
3596,2.7
3597,2.2
3598,2.4
3599,64.0
3600,65.0
3601,129.0
3602,2.4
3603,1.9
3604,2.1
3605,55.0
3606,54.0
3607,109.0
3608,9.6
3609,6.6
3610,7.8
3611,10.0
3612,11.0
3613,20.0
3614,4.5
3615,4.3
3616,4.4
3617,919.0
3618,1011.0
3619,1930.0
3620,4.3
3621,4.1
3622,4.2
3623,795.0
3624,877.0
3625,1672.0
3626,6.5
3627,5.8
3628,6.1
3629,124.0
3630,134.0
3631,258.0
3632,4.1
3633,4.2
3634,4.2
3635,841.0
3636,1005.0
3637,1846.0
3638,3.9
3639,4.1
3640,4.0
3641,727.0
3642,870.0
3643,1597.0
3644,5.9
3645,5.7
3646,5.8
3647,114.0
3648,136.0
3649,250.0
3650,4.1
3651,4.2
3652,4.2
3653,841.0
3654,1005.0
3655,1846.0
3656,3.9
3657,4.1
3658,4.0
3659,727.0
3660,870.0
3661,1597.0
3662,5.9
3663,5.7
3664,5.8
3665,114.0
3666,136.0
3667,250.0
3668,5.7
3669,4.7
3670,5.2
3671,81.0
3672,75.0
3673,155.0
3674,5.0
3675,3.7
3676,4.3
3677,59.0
3678,50.0
3679,110.0
3682,10.8
3685,46.0
3686,6.1
3687,4.9
3688,5.5
3689,85.0
3690,78.0
3691,164.0
3692,5.1
3693,3.8
3694,4.4
3695,61.0
3696,52.0
3697,113.0
3700,11.9
3703,51.0
3704,5.8
3707,83.0
3708,82.0
3709,165.0
3710,5.0
3711,4.0
3712,4.5
3713,61.0
3714,55.0
3715,116.0
3716,10.3
3719,22.0
3720,27.0
3721,49.0
3722,7.4
3723,6.8
3724,7.1
3725,25.0
3726,25.0
3727,49.0
3728,6.3
3729,6.1
3730,6.2
3731,19.0
3732,20.0
3733,40.0
3734,21.7
3735,15.4
3736,18.4
3737,5.0
3738,4.0
3739,9.0
3740,7.5
3741,6.6
3742,7.0
3743,25.0
3744,24.0
3745,48.0
3746,6.3
3747,6.0
3748,6.1
3749,19.0
3750,20.0
3751,39.0
3752,22.2
3753,14.1
3754,17.9
3755,5.0
3756,4.0
3757,9.0
3758,7.5
3759,6.6
3760,7.0
3761,25.0
3762,24.0
3763,49.0
3764,6.3
3765,6.0
3766,6.2
3767,19.0
3768,20.0
3769,40.0
3770,22.4
3771,14.5
3772,18.2
3773,5.0
3774,4.0
3775,9.0
3776,16.7
3777,14.0
3778,15.2
3779,1688.0
3780,1651.0
3781,3339.0
3782,15.2
3783,12.5
3784,13.8
3785,1458.0
3786,1381.0
3787,2839.0
3788,41.6
3789,38.0
3790,39.6
3791,230.0
3792,270.0
3793,499.0
3794,16.9
3795,14.2
3796,15.4
3797,1703.0
3798,1665.0
3799,3368.0
3800,15.5
3801,12.7
3802,14.0
3803,1478.0
3804,1398.0
3805,2876.0
3806,40.7
3807,37.5
3808,38.9
3809,225.0
3810,267.0
3811,493.0
3812,16.9
3813,14.2
3814,15.4
3815,1708.0
3816,1667.0
3817,3374.0
3818,15.5
3819,12.7
3820,14.0
3821,1478.0
3822,1399.0
3823,2877.0
3824,41.2
3825,37.5
3826,39.1
3827,230.0
3828,268.0
3829,498.0
3830,10.3
3831,10.9
3832,10.6
3833,137.0
3834,159.0
3835,295.0
3836,6.2
3837,6.6
3838,6.4
3839,72.0
3840,83.0
3841,155.0
3842,38.3
3843,39.5
3844,39.0
3845,65.0
3846,75.0
3847,140.0
3848,7.1
3849,7.8
3850,7.4
3851,93.0
3852,111.0
3853,205.0
3854,5.6
3855,6.0
3856,5.8
3857,65.0
3858,76.0
3859,141.0
3860,17.8
3861,22.7
3862,20.2
3863,29.0
3864,35.0
3865,63.0
3866,7.1
3867,7.8
3868,7.4
3869,93.0
3870,111.0
3871,205.0
3872,5.6
3873,6.0
3874,5.8
3875,65.0
3876,76.0
3877,141.0
3878,17.8
3879,22.7
3880,20.2
3881,29.0
3882,35.0
3883,63.0
3884,6.1
3885,7.0
3886,6.6
3887,850.0
3888,1033.0
3889,1883.0
3890,5.0
3891,5.7
3892,5.4
3893,632.0
3894,760.0
3895,1392.0
3896,18.8
3897,20.2
3898,19.5
3899,218.0
3900,274.0
3901,492.0
3902,6.6
3903,7.3
3904,6.9
3905,907.0
3906,1069.0
3907,1975.0
3908,5.2
3909,5.8
3910,5.5
3911,663.0
3912,776.0
3913,1439.0
3914,20.6
3915,21.2
3916,20.9
3917,244.0
3918,293.0
3919,536.0
3920,6.6
3921,7.3
3922,6.9
3923,910.0
3924,1069.0
3925,1979.0
3926,5.3
3927,5.8
3928,5.6
3929,666.0
3930,776.0
3931,1442.0
3932,20.6
3933,21.2
3934,21.0
3935,244.0
3936,293.0
3937,537.0
3938,8.7
3939,7.6
3940,8.1
3941,72.0
3942,74.0
3943,146.0
3944,7.6
3945,6.5
3946,7.0
3947,59.0
3948,58.0
3949,116.0
3950,24.1
3951,18.7
3952,20.8
3953,13.0
3954,16.0
3955,29.0
3956,9.6
3957,8.4
3958,8.9
3959,82.0
3960,82.0
3961,164.0
3962,8.1
3963,6.7
3964,7.4
3965,64.0
3966,60.0
3967,124.0
3968,26.5
3969,22.4
3970,24.0
3971,16.0
3972,21.0
3973,37.0
3974,9.6
3975,8.4
3976,8.9
3977,82.0
3978,82.0
3979,164.0
3980,8.1
3981,6.8
3982,7.4
3983,64.0
3984,60.0
3985,124.0
3986,26.5
3987,22.4
3988,24.1
3989,16.0
3990,21.0
3991,37.0
3992,4.9
3993,4.4
3994,4.6
3995,102.0
3996,112.0
3997,214.0
3998,4.0
3999,3.9
4000,3.9
4001,78.0
4002,92.0
4003,170.0
4004,18.6
4005,11.7
4006,14.7
4007,24.0
4008,20.0
4009,44.0
4010,5.3
4011,4.4
4012,4.8
4013,110.0
4014,112.0
4015,222.0
4016,4.2
4017,3.8
4018,4.0
4019,82.0
4020,91.0
4021,173.0
4022,20.4
4023,12.4
4024,15.9
4025,28.0
4026,21.0
4027,49.0
4028,5.3
4029,4.4
4030,4.8
4031,110.0
4032,113.0
4033,223.0
4034,4.2
4035,3.9
4036,4.0
4037,82.0
4038,92.0
4039,173.0
4040,20.7
4041,12.3
4042,16.1
4043,28.0
4044,21.0
4045,50.0
4046,5.2
4047,5.3
4048,5.2
4049,55.0
4050,66.0
4051,121.0
4052,3.3
4053,4.2
4054,3.8
4055,31.0
4056,47.0
4057,78.0
4058,20.0
4059,15.1
4060,17.5
4061,24.0
4062,19.0
4063,43.0
4064,5.1
4065,5.0
4066,5.0
4067,54.0
4068,63.0
4069,117.0
4070,3.5
4071,4.1
4072,3.8
4073,33.0
4074,47.0
4075,80.0
4076,17.7
4077,12.7
4078,15.2
4079,21.0
4080,16.0
4081,37.0
4082,5.3
4083,4.9
4084,5.1
4085,56.0
4086,62.0
4087,119.0
4088,3.7
4089,4.1
4090,3.9
4091,35.0
4092,47.0
4093,82.0
4094,17.7
4095,12.4
4096,15.0
4097,22.0
4098,15.0
4099,37.0
4100,9.9
4101,10.0
4102,9.9
4103,9.0
4104,11.0
4105,21.0
4106,8.6
4107,6.0
4108,7.2
4109,7.0
4110,6.0
4111,12.0
4112,15.6
4113,30.8
4114,23.3
4115,3.0
4116,6.0
4117,8.0
4118,4.6
4119,4.4
4120,4.5
4121,4.0
4122,5.0
4123,9.0
4124,3.8
4125,2.9
4126,3.4
4127,3.0
4128,3.0
4129,6.0
4130,8.6
4131,14.1
4132,11.3
4133,1.0
4134,2.0
4135,3.0
4136,4.6
4137,4.4
4138,4.5
4139,4.0
4140,5.0
4141,9.0
4142,3.8
4143,2.9
4144,3.4
4145,3.0
4146,3.0
4147,6.0
4148,8.6
4149,14.1
4150,11.3
4151,1.0
4152,2.0
4153,3.0
4154,8.8
4155,7.2
4156,7.8
4157,923.0
4158,1017.0
4159,1940.0
4168,26.0
4171,327.0
4172,9.6
4173,7.8
4174,8.5
4175,1011.0
4176,1114.0
4177,2124.0
4186,28.3
4189,378.0
4208,2.6
4209,3.1
4210,2.9
4211,790.0
4212,1190.0
4213,1980.0
4214,2.4
4215,2.8
4216,2.6
4217,650.0
4218,1000.0
4219,1650.0
4220,4.7
4221,6.2
4222,5.5
4223,140.0
4224,190.0
4225,330.0
4226,2.5
4227,3.2
4228,2.9
4229,750.0
4230,1220.0
4231,1970.0
4232,5.1
4233,7.3
4234,9.8
4235,8.6
4236,53.0
4237,73.0
4238,126.0
4239,6.8
4240,8.6
4241,7.7
4242,46.0
4243,59.0
4244,105.0
4245,16.2
4246,25.2
4247,21.2
4248,7.0
4249,14.0
4250,21.0
4251,7.4
4252,9.6
4253,8.5
4254,53.0
4255,72.0
4256,125.0
4257,6.7
4258,8.5
4259,7.6
4260,45.0
4261,58.0
4262,103.0
4263,18.0
4264,23.9
4265,21.2
4266,8.0
4267,13.0
4268,22.0
4269,7.0
4270,9.4
4271,8.2
4272,50.0
4273,70.0
4274,120.0
4275,6.6
4276,8.2
4277,7.4
4278,44.0
4279,56.0
4280,100.0
4281,14.1
4282,23.7
4283,19.6
4284,6.0
4285,14.0
4286,20.0
4287,7.1
4288,7.5
4289,7.3
4290,10.0
4291,13.0
4292,23.0
4293,5.8
4294,5.9
4295,5.8
4296,8.0
4297,9.0
4298,17.0
4299,25.7
4300,26.4
4301,26.1
4302,3.0
4303,3.0
4304,6.0
4305,7.5
4306,7.9
4307,7.7
4308,11.0
4309,13.0
4310,24.0
4311,6.0
4312,6.1
4313,6.1
4314,8.0
4315,10.0
4316,18.0
4317,26.5
4318,27.6
4319,27.1
4320,3.0
4321,4.0
4322,7.0
4323,7.5
4324,7.9
4325,7.7
4326,11.0
4327,13.0
4328,24.0
4329,6.0
4330,6.1
4331,6.1
4332,8.0
4333,10.0
4334,18.0
4335,26.7
4336,27.7
4337,27.3
4338,3.0
4339,4.0
4340,7.0
4341,6.8
4342,10.3
4343,8.6
4344,33.0
4345,51.0
4346,84.0
4347,6.4
4348,9.4
4349,7.9
4350,29.0
4351,43.0
4352,72.0
4353,13.0
4354,22.5
4355,18.5
4356,3.0
4357,8.0
4358,12.0
4359,7.4
4360,10.0
4361,8.7
4362,36.0
4363,49.0
4364,85.0
4365,6.9
4366,9.2
4367,8.0
4368,31.0
4369,42.0
4370,73.0
4371,16.0
4372,19.2
4373,17.9
4374,4.0
4375,7.0
4376,12.0
4377,6.4
4378,8.6
4379,7.5
4380,31.0
4381,42.0
4382,73.0
4383,6.0
4384,7.9
4385,6.9
4386,27.0
4387,36.0
4388,64.0
4389,12.7
4390,17.3
4391,15.3
4392,4.0
4393,6.0
4394,10.0
4395,4.9
4396,4.3
4397,4.6
4398,5.0
4399,7.0
4400,12.0
4401,4.5
4402,3.1
4403,3.7
4404,4.0
4405,4.0
4406,9.0
4407,8.3
4408,15.0
4409,12.1
4410,1.0
4411,2.0
4412,3.0
4413,4.8
4414,4.2
4415,4.5
4416,5.0
4417,7.0
4418,12.0
4419,4.6
4420,3.1
4421,3.7
4422,4.0
4423,4.0
4424,9.0
4425,6.3
4426,14.5
4427,10.8
4428,1.0
4429,2.0
4430,3.0
4431,4.1
4432,3.9
4433,4.0
4434,5.0
4435,6.0
4436,11.0
4437,3.9
4438,3.1
4439,3.4
4440,4.0
4441,4.0
4442,8.0
4443,5.9
4444,11.7
4445,9.1
4446,1.0
4447,2.0
4448,3.0
4449,3.6
4450,3.6
4451,3.6
4452,153.0
4453,176.0
4454,329.0
4455,2.6
4456,2.6
4457,2.6
4458,95.0
4459,109.0
4460,203.0
4461,8.5
4462,9.6
4463,9.0
4464,58.0
4465,67.0
4466,126.0
4467,3.6
4468,3.6
4469,3.6
4470,154.0
4471,176.0
4472,330.0
4473,2.6
4474,2.5
4475,2.5
4476,93.0
4477,106.0
4478,198.0
4479,8.9
4480,10.0
4481,9.5
4482,62.0
4483,70.0
4484,132.0
4485,3.6
4486,3.6
4487,3.6
4488,154.0
4489,176.0
4490,330.0
4491,2.6
4492,2.5
4493,2.5
4494,93.0
4495,106.0
4496,198.0
4497,8.9
4498,10.0
4499,9.5
4500,62.0
4501,70.0
4502,132.0
4503,4.4
4504,4.8
4505,4.6
4506,58.0
4507,73.0
4508,131.0
4509,3.0
4510,3.6
4511,3.3
4512,35.0
4513,47.0
4514,82.0
4515,12.8
4516,13.1
4517,13.0
4518,24.0
4519,25.0
4520,49.0
4521,4.5
4522,4.8
4523,4.6
4524,59.0
4525,72.0
4526,131.0
4527,3.3
4528,3.8
4529,3.5
4530,38.0
4531,49.0
4532,87.0
4533,12.0
4534,11.6
4535,11.8
4536,22.0
4537,22.0
4538,44.0
4539,4.4
4540,4.8
4541,4.6
4542,59.0
4543,71.0
4544,130.0
4545,3.3
4546,3.8
4547,3.5
4548,37.0
4549,49.0
4550,87.0
4551,12.0
4552,11.7
4553,11.9
4554,22.0
4555,22.0
4556,44.0
4557,3.1
4558,3.2
4559,3.2
4560,229.0
4561,300.0
4562,529.0
4563,2.7
4564,2.8
4565,2.7
4566,188.0
4567,240.0
4568,428.0
4569,9.3
4570,9.8
4571,9.6
4572,41.0
4573,60.0
4574,101.0
4575,3.4
4576,3.2
4577,3.3
4578,251.0
4579,299.0
4580,550.0
4581,2.9
4582,2.8
4583,2.8
4584,201.0
4585,243.0
4586,444.0
4587,11.6
